"Laikotarpis","Rodiklis","Amžius","Gyvenamoji vietovė","Lytis","Matavimo vienetai","Reikšmė"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Moterys","asmenys","15068"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai ir moterys","asmenys","19929"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Vyrai","asmenys","6263"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","79","Miestas ir kaimas","Moterys","asmenys","13666"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai ir moterys","asmenys","20336"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai","asmenys","6240"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Moterys","asmenys","14096"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai ir moterys","asmenys","19279"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai","asmenys","5981"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Moterys","asmenys","13298"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai ir moterys","asmenys","20322"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai","asmenys","6317"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Moterys","asmenys","14005"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai ir moterys","asmenys","20920"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Vyrai","asmenys","6450"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","80","Miestas ir kaimas","Moterys","asmenys","14470"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai ir moterys","asmenys","19674"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai","asmenys","5917"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Moterys","asmenys","13757"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai ir moterys","asmenys","18206"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai","asmenys","5547"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Moterys","asmenys","12659"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai ir moterys","asmenys","17953"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai","asmenys","5407"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Moterys","asmenys","12546"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai ir moterys","asmenys","19152"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Vyrai","asmenys","5803"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","81","Miestas ir kaimas","Moterys","asmenys","13349"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai ir moterys","asmenys","18290"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai","asmenys","5180"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Moterys","asmenys","13110"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai ir moterys","asmenys","17481"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai","asmenys","5171"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Moterys","asmenys","12310"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai ir moterys","asmenys","16753"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai","asmenys","4966"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Moterys","asmenys","11787"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai ir moterys","asmenys","16902"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Vyrai","asmenys","4962"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","82","Miestas ir kaimas","Moterys","asmenys","11940"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai ir moterys","asmenys","17246"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai","asmenys","4870"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Moterys","asmenys","12376"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai ir moterys","asmenys","16083"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai","asmenys","4488"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Moterys","asmenys","11595"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai ir moterys","asmenys","15980"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai","asmenys","4594"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Moterys","asmenys","11386"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai ir moterys","asmenys","15526"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Vyrai","asmenys","4484"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","83","Miestas ir kaimas","Moterys","asmenys","11042"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai ir moterys","asmenys","15193"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai","asmenys","4152"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Moterys","asmenys","11041"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai ir moterys","asmenys","15142"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai","asmenys","4200"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Moterys","asmenys","10942"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai ir moterys","asmenys","14462"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai","asmenys","3932"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Moterys","asmenys","10530"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai ir moterys","asmenys","14644"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Vyrai","asmenys","4084"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","84","Miestas ir kaimas","Moterys","asmenys","10560"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai ir moterys","asmenys","12829"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai","asmenys","3454"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Moterys","asmenys","9375"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai ir moterys","asmenys","13180"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai","asmenys","3604"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Moterys","asmenys","9576"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai ir moterys","asmenys","13438"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai","asmenys","3611"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Moterys","asmenys","9827"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai ir moterys","asmenys","13094"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Vyrai","asmenys","3448"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","85","Miestas ir kaimas","Moterys","asmenys","9646"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","73807"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","17898"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Moterys","asmenys","55909"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","72648"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","17909"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Moterys","asmenys","54739"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","72564"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","17709"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Moterys","asmenys","54855"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","73733"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","17902"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","85 ir vyresni","Miestas ir kaimas","Moterys","asmenys","55831"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai ir moterys","asmenys","11863"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai","asmenys","3048"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Moterys","asmenys","8815"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai ir moterys","asmenys","10877"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai","asmenys","2875"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Moterys","asmenys","8002"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai ir moterys","asmenys","11513"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai","asmenys","3025"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Moterys","asmenys","8488"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai ir moterys","asmenys","12023"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Vyrai","asmenys","3146"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","86","Miestas ir kaimas","Moterys","asmenys","8877"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai ir moterys","asmenys","10725"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai","asmenys","2695"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Moterys","asmenys","8030"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai ir moterys","asmenys","9962"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai","asmenys","2518"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Moterys","asmenys","7444"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai ir moterys","asmenys","9400"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai","asmenys","2418"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Moterys","asmenys","6982"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai ir moterys","asmenys","10071"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Vyrai","asmenys","2580"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","87","Miestas ir kaimas","Moterys","asmenys","7491"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai ir moterys","asmenys","8686"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai","asmenys","2153"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Moterys","asmenys","6533"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai ir moterys","asmenys","8833"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai","asmenys","2157"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Moterys","asmenys","6676"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai ir moterys","asmenys","8452"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai","asmenys","2024"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Moterys","asmenys","6428"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai ir moterys","asmenys","8173"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Vyrai","asmenys","2029"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","88","Miestas ir kaimas","Moterys","asmenys","6144"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai ir moterys","asmenys","7456"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai","asmenys","1918"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Moterys","asmenys","5538"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai ir moterys","asmenys","7041"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai","asmenys","1720"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Moterys","asmenys","5321"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai ir moterys","asmenys","7295"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai","asmenys","1694"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Moterys","asmenys","5601"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai ir moterys","asmenys","7201"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Vyrai","asmenys","1672"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","89","Miestas ir kaimas","Moterys","asmenys","5529"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai ir moterys","asmenys","5772"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai","asmenys","1382"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Moterys","asmenys","4390"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai ir moterys","asmenys","5983"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai","asmenys","1506"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Moterys","asmenys","4477"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai ir moterys","asmenys","5749"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai","asmenys","1344"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Moterys","asmenys","4405"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai ir moterys","asmenys","6094"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Vyrai","asmenys","1384"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","90","Miestas ir kaimas","Moterys","asmenys","4710"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai ir moterys","asmenys","4941"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai","asmenys","1092"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Moterys","asmenys","3849"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai ir moterys","asmenys","4570"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai","asmenys","1085"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Moterys","asmenys","3485"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai ir moterys","asmenys","4692"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai","asmenys","1156"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Moterys","asmenys","3536"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai ir moterys","asmenys","4642"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Vyrai","asmenys","1038"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","91","Miestas ir kaimas","Moterys","asmenys","3604"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai ir moterys","asmenys","3550"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai","asmenys","774"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Moterys","asmenys","2776"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai ir moterys","asmenys","3796"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai","asmenys","832"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Moterys","asmenys","2964"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai ir moterys","asmenys","3468"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai","asmenys","785"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Moterys","asmenys","2683"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai ir moterys","asmenys","3699"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Vyrai","asmenys","875"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","92","Miestas ir kaimas","Moterys","asmenys","2824"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai ir moterys","asmenys","2557"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai","asmenys","468"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Moterys","asmenys","2089"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai ir moterys","asmenys","2716"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai","asmenys","588"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Moterys","asmenys","2128"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai ir moterys","asmenys","2845"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai","asmenys","590"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Moterys","asmenys","2255"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai ir moterys","asmenys","2635"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Vyrai","asmenys","581"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","93","Miestas ir kaimas","Moterys","asmenys","2054"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai ir moterys","asmenys","1804"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai","asmenys","320"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Moterys","asmenys","1484"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai ir moterys","asmenys","1921"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai","asmenys","362"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Moterys","asmenys","1559"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai ir moterys","asmenys","1927"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai","asmenys","399"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Moterys","asmenys","1528"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai ir moterys","asmenys","2134"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Vyrai","asmenys","419"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","94","Miestas ir kaimas","Moterys","asmenys","1715"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","3624"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","594"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Moterys","asmenys","3030"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","3769"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","662"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Moterys","asmenys","3107"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","3785"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","663"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Moterys","asmenys","3122"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai ir moterys","asmenys","3967"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Vyrai","asmenys","730"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","95 ir vyresni","Miestas ir kaimas","Moterys","asmenys","3237"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai ir moterys","asmenys",
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai","asmenys",
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Moterys","asmenys",
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai ir moterys","asmenys",
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai","asmenys",
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Moterys","asmenys",
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai ir moterys","asmenys",
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai","asmenys",
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Moterys","asmenys",
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai ir moterys","asmenys",
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Vyrai","asmenys",
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Nenurodyta","Miestas ir kaimas","Moterys","asmenys",
